source_reason,url,last_crawl,classification,rationale
noindex 제외,https://agecalc.cloud/school-entry-year-table?year=2017,2026-08-13,의도,결과형 쿼리는 기본 canonical과 noindex 정책 적용
noindex 제외,https://agecalc.cloud/school-entry-year-table?year=2018,2026-08-13,의도,결과형 쿼리는 기본 canonical과 noindex 정책 적용
noindex 제외,https://agecalc.cloud/school-entry-year-table?year=2019,2026-08-13,의도,결과형 쿼리는 기본 canonical과 noindex 정책 적용
noindex 제외,https://agecalc.cloud/school-grade-calculator?year=2010,2026-08-13,의도,결과형 쿼리는 기본 canonical과 noindex 정책 적용
noindex 제외,https://agecalc.cloud/school-grade-calculator?year=2013,2026-08-13,의도,결과형 쿼리는 기본 canonical과 noindex 정책 적용
noindex 제외,https://agecalc.cloud/school-grade-calculator?year=2016,2026-08-13,의도,결과형 쿼리는 기본 canonical과 noindex 정책 적용
대체 canonical,https://agecalc.cloud/age-comparison-table?year=1990,2026-06-10,의도,결과형 쿼리 또는 www URL을 대표 비-www 기본 URL로 통합
대체 canonical,https://agecalc.cloud/age-gap-calculator?year_a=2000&year_b=2002,2026-08-09,의도,결과형 쿼리 또는 www URL을 대표 비-www 기본 URL로 통합
대체 canonical,https://agecalc.cloud/age-gap-calculator?year_a=2010&year_b=2015,2026-08-09,의도,결과형 쿼리 또는 www URL을 대표 비-www 기본 URL로 통합
대체 canonical,https://agecalc.cloud/baby-months-table?months=24,2026-08-09,의도,결과형 쿼리 또는 www URL을 대표 비-www 기본 URL로 통합
대체 canonical,https://agecalc.cloud/school-entry-year-table?year=2013,2026-06-28,의도,결과형 쿼리 또는 www URL을 대표 비-www 기본 URL로 통합
대체 canonical,https://agecalc.cloud/school-entry-year-table?year=2020,2026-06-17,의도,결과형 쿼리 또는 www URL을 대표 비-www 기본 URL로 통합
대체 canonical,https://www.agecalc.cloud/age-gap-calculator,2026-07-25,의도,결과형 쿼리 또는 www URL을 대표 비-www 기본 URL로 통합
대체 canonical,https://www.agecalc.cloud/pet-age-table,2026-06-13,의도,결과형 쿼리 또는 www URL을 대표 비-www 기본 URL로 통합
리디렉션,http://agecalc.cloud/,2026-07-31,의도,"http→https, www→비-www 또는 구형 결과 쿼리→기본 URL 정규화"
리디렉션,http://www.agecalc.cloud/,2026-07-31,의도,"http→https, www→비-www 또는 구형 결과 쿼리→기본 URL 정규화"
리디렉션,https://agecalc.cloud/annual-age-calculator?year=2010&month=12&day=31,2026-08-13,의도,"http→https, www→비-www 또는 구형 결과 쿼리→기본 URL 정규화"
리디렉션,https://www.agecalc.cloud/,2026-08-01,의도,"http→https, www→비-www 또는 구형 결과 쿼리→기본 URL 정규화"
리디렉션,https://www.agecalc.cloud/annual-age-calculator,2026-07-24,의도,"http→https, www→비-www 또는 구형 결과 쿼리→기본 URL 정규화"
발견됨-미색인,https://agecalc.cloud/age-tools/,1970-01-01,관찰,현재 200·self-canonical·사이트맵 포함; 재크롤링 후 색인 여부 관찰
발견됨-미색인,https://agecalc.cloud/generations/,1970-01-01,관찰,현재 200·self-canonical·사이트맵 포함; 재크롤링 후 색인 여부 관찰
발견됨-미색인,https://agecalc.cloud/guides/baby-months-calculation-guide,1970-01-01,관찰,현재 200·self-canonical·사이트맵 포함; 재크롤링 후 색인 여부 관찰
발견됨-미색인,https://agecalc.cloud/guides/school-grade-birth-year-guide,1970-01-01,관찰,현재 200·self-canonical·사이트맵 포함; 재크롤링 후 색인 여부 관찰
크롤링됨-미색인,https://agecalc.cloud/blog/육아-정보의-바다에서-길-찾기-11-간호사-매칭-서비스-일루맘-클럽이-주는-실질적-도움과-활용법,2026-05-12,의도,현재 공개 청사진에 없는 과거 블로그 글
크롤링됨-미색인,https://agecalc.cloud/rss.xml,2026-07-31,의도,RSS 피드는 HTML 검색 문서가 아니므로 별도 색인 불필요
크롤링됨-미색인,https://www.agecalc.cloud/baby-months,2026-03-30,관찰,현재 비-www URL로 301 정규화되어 과거 보고 상태 해소 대기
크롤링됨-미색인,https://www.agecalc.cloud/d-day,2026-04-02,관찰,현재 비-www URL로 301 정규화되어 과거 보고 상태 해소 대기
크롤링됨-미색인,https://www.agecalc.cloud/terms,2026-03-23,관찰,현재 비-www URL로 301 정규화되어 과거 보고 상태 해소 대기
